Season Number,Episode Number,Startup Name,Pitch Number,Season Start,Season End,Original Air Date,Industry,Business Description,Company Website,UK Viewership,Channel Name,Pitchers Gender,Pitchers Average Age,Pitchers City,Pitchers State,Entrepreneur Names,Multiple Entrepreneurs,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Deal Successful,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Dragons in Deal,Investment Amount Per Dragon,Equity Per Dragon,Royalty Deal,Advisory Shares Equity,Loan,Deal Has Conditions,Peter Jones Investment Amount,Peter Jones Investment Equity,Deborah Meaden Investment Amount,Deborah Meaden Investment Equity,Duncan Bannatyne Investment Amount,Duncan Bannatyne Investment Equity,Theo Paphitis Investment Amount,Theo Paphitis Investment Equity,Touker Suleyman Investment Amount,Touker Suleyman Investment Equity,Sara Davies Investment Amount,Sara Davies Investment Equity,Guest Investment Amount,Guest Investment Equity,Invested Guest Name,Peter Jones Present,Deborah Meaden Present,Duncan Bannatyne Present,Theo Paphitis Present,Touker Suleyman Present,Sara Davies Present,Guest Present
7,2,WholeLeafCompany,416,15-Jul-09,2-Sep-09,22-Jul-09,Green/CleanTech,"Biodegradable, compostable plates & bowls",,3.34,BBC Two,,,,,Ajedare Doherty,0,120000,20,600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,BikeStoppa,417,15-Jul-09,2-Sep-09,29-Jul-09,Children/Education,Remote control safety device for children's bicycles,,3.36,BBC Two,,,,,David Atkins and Alan Robinson,1,125000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,BlueAnimals,418,15-Jul-09,2-Sep-09,29-Jul-09,Software/Tech,Online animal stock footage library,,3.36,BBC Two,,,,,John Gubba and Trevor Smith,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,Dusty–TheDustySpringfieldMusical,419,15-Jul-09,2-Sep-09,29-Jul-09,Media/Entertainment,Jukebox musical based on Dusty Springfield,,3.36,BBC Two,,,,,Josephine Buchon,0,250000,25,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,Incognito,420,15-Jul-09,2-Sep-09,29-Jul-09,Green/CleanTech,Chemical free anti-mosquito spray,,3.36,BBC Two,,,,,Howard and Patricia Carter,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,LidLifters,421,15-Jul-09,2-Sep-09,29-Jul-09,Lifestyle/Home,A labour-saving device for lifting wheelie bin lids,,3.36,BBC Two,,,,,Lawrence Webb and Frank Drewett,1,50000,50,100000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,LondonStarMap,422,15-Jul-09,2-Sep-09,29-Jul-09,Fitness/Sports/Outdoors,Tourist transportation for celebrity landmarks,,3.36,BBC Two,,,,,James Bonny and Tim Oberg,1,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,OarsomePotential,423,15-Jul-09,2-Sep-09,29-Jul-09,Fitness/Sports/Outdoors,Grip accessory for rowing blades,,3.36,BBC Two,,,,,Emily Webb,0,75000,20,375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,ServicingStop,424,15-Jul-09,2-Sep-09,29-Jul-09,Automotive,A bespoke nationwide car servicing company,,3.36,BBC Two,,,,,Oliver Richmond and Toby Richmond,1,100000,30,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,3,TantrumBoutique,425,15-Jul-09,2-Sep-09,29-Jul-09,Children/Education,Hair and dental products for children,,3.36,BBC Two,,,,,Latasha Malik and Neil Ambler,1,250000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,BottleBuddy,426,15-Jul-09,2-Sep-09,5-Aug-09,Uncertain/Other,Pre-set baby formula dispensing machine,,3.37,BBC Two,,,,,Alan McElligott,0,70000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,CleverBins,427,15-Jul-09,2-Sep-09,5-Aug-09,Business Services,Solar powered street bin,,3.37,BBC Two,,,,,William Sachiti,0,65000,10,650000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,Combi-case,428,15-Jul-09,2-Sep-09,5-Aug-09,Business Services,Foldaway sunbed in a suitcase,,3.37,BBC Two,,,,,Philip and Robert Pain,1,200000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,GrassHopperPorridge,429,15-Jul-09,2-Sep-09,5-Aug-09,Green/CleanTech,Organic porridge in single portion pot,,3.37,BBC Two,,,,,Abigail and Flurr Emery,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,KCOInlineIceSkatingLtd,430,15-Jul-09,2-Sep-09,5-Aug-09,Fitness/Sports/Outdoors,New inline skate that allows dancers to perform ice-dancing moves on all surfaces,,3.37,BBC Two,,,,,Karen O'Neill and Karen Coombes,1,100000,45,222222,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,PUATraining,431,15-Jul-09,2-Sep-09,5-Aug-09,Lifestyle/Home,Tutorial classes for dating,,3.37,BBC Two,,,,,Richard La Ruina and Kezia Noble,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,SpeyBayMussellFarm,432,15-Jul-09,2-Sep-09,5-Aug-09,Food and Beverage,Offshore seafood company,,3.37,BBC Two,,,,,Patrick Thirkell,0,100000,20,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,TheThingy,433,15-Jul-09,2-Sep-09,5-Aug-09,Health/Wellness,Digging accessory aiding discomfort,,3.37,BBC Two,,,,,Tim Warrington and John Smith,1,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,4,UKCommercialCleaning,434,15-Jul-09,2-Sep-09,5-Aug-09,Business Services,Commercial cleaning company,,3.37,BBC Two,,,,,Tony Earnshaw and Stephen Pearsons,1,100000,35,285714,1,1,1,100000,35,285714,1,100000,35,,,,,,,,,100000,35,,,,,,,,,,1,1,1,1,,,
7,5,AllDogBakery,435,15-Jul-09,2-Sep-09,12-Aug-09,Pet Products,Luxury dog biscuits,,2.93,BBC Two,,,,,Jonathan Sotlow,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,BraAngel,436,15-Jul-09,2-Sep-09,12-Aug-09,Fashion/Beauty,Bra underwire repair kit,,2.93,BBC Two,,,,,Scott and Laura Dutton,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,Masquerade.com,437,15-Jul-09,2-Sep-09,12-Aug-09,Fashion/Beauty,Personalised cut-out masks,,2.93,BBC Two,,,,,"Chris O'Niall, Dean Walton and Raymond Duffy",1,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,MyDish.co.uk,438,15-Jul-09,2-Sep-09,12-Aug-09,Software/Tech,Online community for sharing recipes with friends and family,,2.93,BBC Two,,,,,Carol Savage and Jason White,1,100000,15,666667,1,1,1,100000,15,666667,1,100000,15,,,,,,,100000,15,,,,,,,,,,,,1,1,1,1,,,
7,5,N/A,439,15-Jul-09,2-Sep-09,12-Aug-09,Business Services,Surveillance camera technology,,2.93,BBC Two,,,,,Eser Taheary,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,ParagonPeLtd,440,15-Jul-09,2-Sep-09,12-Aug-09,Green/CleanTech,Non-bio laundry detergent for MRSA and C. difficile,,2.93,BBC Two,,,,,Paul Ward,0,100000,30,333333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,Slinks,441,15-Jul-09,2-Sep-09,12-Aug-09,Fashion/Beauty,Sandals with interchangeable uppers,,2.93,BBC Two,,,,,Jane Rafter,0,75000,40,187500,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,TheReboundBox,442,15-Jul-09,2-Sep-09,12-Aug-09,Fitness/Sports/Outdoors,Football training accessory,,2.93,BBC Two,,,,,Luke Porter,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,5,WineInnovationsLtd,443,15-Jul-09,2-Sep-09,12-Aug-09,Liquor/Alcohol,Single use wine goblets,,2.93,BBC Two,,,,,James Nash,0,250000,25,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,BigTow,444,15-Jul-09,2-Sep-09,19-Aug-09,Lifestyle/Home,Foldaway box trailer,,3.49,BBC Two,,,,,Gareth Atkinson,0,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,BoundBiographies,445,15-Jul-09,2-Sep-09,19-Aug-09,Lifestyle/Home,Life story biographies,,3.49,BBC Two,,,,,Michael Oke,0,75000,20,375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,DavidSchofield,446,15-Jul-09,2-Sep-09,19-Aug-09,Lifestyle/Home,Debut self-titled classical album,,3.49,BBC Two,,,,,David Schofield,0,60000,20,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,FlightsofFantasyCreativePlay,447,15-Jul-09,2-Sep-09,19-Aug-09,Children/Education,Luxury children's toys,,3.49,BBC Two,,,,,Russell Bowlby,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,GrillStreamLtd,448,15-Jul-09,2-Sep-09,19-Aug-09,Health/Wellness,Grill collecting excess fat,,3.49,BBC Two,,,,,Ian Worton and Peter Neath,1,120000,15,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,KidsCookingCo,449,15-Jul-09,2-Sep-09,19-Aug-09,Children/Education,Children's cookware range,,3.49,BBC Two,,,,,Nicky Povey,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,MiGarden,450,15-Jul-09,2-Sep-09,19-Aug-09,Lifestyle/Home,Indoor green house,,3.49,BBC Two,,,,,Jonathan Edwards,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,SaboteurCrimePrevention,451,15-Jul-09,2-Sep-09,19-Aug-09,Business Services,Automatic curtain closing string box,,3.49,BBC Two,,,,,Samantha Gore,0,120000,10,1200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,Tech21,452,15-Jul-09,2-Sep-09,19-Aug-09,Electronics,"Protective cases for laptops, mobile phones etc. using a material called D30",,3.49,BBC Two,,,,,Jason Roberts,0,150000,40,375000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,TheSpit'n'PolishShoeshineCompany,453,15-Jul-09,2-Sep-09,19-Aug-09,Business Services,Multimedia advertising shoe shining service booths,,3.49,BBC Two,,,,,Ronan McCarthy,0,108000,40,270000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,6,TinBoneLtd,454,15-Jul-09,2-Sep-09,19-Aug-09,Fitness/Sports/Outdoors,Football club themed toasters,,3.49,BBC Two,,,,,Duncan Bardsley and Ian McCormick,1,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,BeeAutomobiles,455,15-Jul-09,2-Sep-09,26-Aug-09,Electronics,Electric automobiles,,4.24,BBC Two,,,,,Stephen Voller,0,2500000,30,8333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,BeyondChocolate,456,15-Jul-09,2-Sep-09,26-Aug-09,Software/Tech,Lifestyle weight loss coaching website,,4.24,BBC Two,,,,,Susan and Audrey Boss,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,EPPaintRoller,457,15-Jul-09,2-Sep-09,26-Aug-09,Business Services,Paint rollers with canister attached,,4.24,BBC Two,,,,,Martin Fisher,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,OneDip,458,15-Jul-09,2-Sep-09,26-Aug-09,Food and Beverage,Curry snack boxes,,4.24,BBC Two,,,,,Umar Mohammed and Ahmed Suleyman,1,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,PhysicoolLtd,459,15-Jul-09,2-Sep-09,26-Aug-09,Health/Wellness,A bandage that reduces the temperature gently via evaporation,,4.24,BBC Two,,,,,Kay Russell,0,100000,30,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,TheLetterboxGuv'nor,460,15-Jul-09,2-Sep-09,26-Aug-09,Uncertain/Other,Letterbox locking device,,4.24,BBC Two,,,,,Marios Evangelou,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,7,TheAnywaySpray,461,15-Jul-09,2-Sep-09,26-Aug-09,Lifestyle/Home,Invention that allows every last drop of liquid to be used in multi-directional household product sprays,,4.24,BBC Two,,,,,Michael Pritchard,0,125000,25,500000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,ButterflyTechnologies,462,15-Jul-09,2-Sep-09,2-Sep-09,Health/Wellness,Aid for toothpaste tubes,,4.04,BBC Two,,,,,Susan Bell and Jonathan Jones,1,75000,10,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,Cityscapes,463,15-Jul-09,2-Sep-09,2-Sep-09,Business Services,Cityscape designs for stationary and gift cards,,4.04,BBC Two,,,,,Isaac Liloss and Hardvig Braun,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,Earle's,464,15-Jul-09,2-Sep-09,2-Sep-09,Food and Beverage,Food truck franchise that sells hot and cold foods,,4.04,BBC Two,,,,,Michael Lea,0,100000,35,285714,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,ExtremeFliersToys,465,15-Jul-09,2-Sep-09,2-Sep-09,Children/Education,Remote control flying toys,,4.04,BBC Two,,,,,Vernon Kerswell,0,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,IslandBakery,466,15-Jul-09,2-Sep-09,2-Sep-09,Green/CleanTech,Organic biscuits bakery,,4.04,BBC Two,,,,,Joe Reade,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,MotorMouse,467,15-Jul-09,2-Sep-09,2-Sep-09,Automotive,Wireless mice shaped like famous sports cars,,4.04,BBC Two,,,,,David and Patti Bailey,1,100000,40,250000,1,1,1,120000,40,300000,1,120000,40,,,,,,,,,,,,,,,,,120000,40,JamesCaan,1,1,1,1,,,1
7,8,QuickPlaySport,468,15-Jul-09,2-Sep-09,2-Sep-09,Fitness/Sports/Outdoors,Portable football goal posts,,4.04,BBC Two,,,,,Allen Holland and Steve Crosby,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,SpiritCleaner,469,15-Jul-09,2-Sep-09,2-Sep-09,Green/CleanTech,Recyclable cleaning spirit,,4.04,BBC Two,,,,,Gary Herriet and Tom Row,1,120000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
7,8,T.U.R.F,470,15-Jul-09,2-Sep-09,2-Sep-09,Business Services,Shareholding in professional race horses,,4.04,BBC Two,,,,,Brett Little and Edward Cryton,1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,Comprendo!,471,14-Jul-10,13-Sep-10,14-Jul-10,Media/Entertainment,Board game designed to teach languages,,3.25,BBC Two,,,,,Steve Foster and John Ainsley,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,FlowSignals,472,14-Jul-10,13-Sep-10,14-Jul-10,Business Services,Light flash on a street traffic post,,3.25,BBC Two,,,,,Derek Cozens,0,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,Labels4Cables,473,14-Jul-10,13-Sep-10,14-Jul-10,Business Services,Storage packets for cables,,3.25,BBC Two,,,,,Amanda Fisher,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,LatchLead,474,14-Jul-10,13-Sep-10,14-Jul-10,Pet Products,Quick -release and attach dog lead,,3.25,BBC Two,,,,,Steven Noble,0,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,PebblebedVineyard,475,14-Jul-10,13-Sep-10,14-Jul-10,Liquor/Alcohol,The chance for wine lovers to rent their own vines in a vineyard,,3.25,BBC Two,,,,,Geoff Bowen,0,60000,40,150000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,ShedSafe,476,14-Jul-10,13-Sep-10,14-Jul-10,Business Services,Shed security locks,,3.25,BBC Two,,,,,Bob and Robert Crib,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,TheFlexFXEnterprise,477,14-Jul-10,13-Sep-10,14-Jul-10,Media/Entertainment,Bollywood dancing shows,,3.25,BBC Two,,,,,Nizzamul Chowdry,0,200000,30,666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,ToZo,478,14-Jul-10,13-Sep-10,14-Jul-10,Health/Wellness,Wearable folder for spectacles and sunglasses,,3.25,BBC Two,,,,,Dawn Pugsey,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,1,Worthenshaw's,479,14-Jul-10,13-Sep-10,14-Jul-10,Food and Beverage,A frozen dessert which is a dairy-free healthy alternative to ice cream,,3.25,BBC Two,,,,,Kirsty Henshaw,0,65000,30,216667,1,1,1,65000,30,216667,2,32500,15,,,,,32500,15,,,32500,15,,,,,,,,,,1,1,1,1,,,
8,2,EasyDryHousewares,480,14-Jul-10,13-Sep-10,21-Jul-10,Business Services,Self-Rotating Washing Line,,3.27,BBC Two,,,,,John Jackson,0,80000,25,320000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,InflatableFloodBarriers,481,14-Jul-10,13-Sep-10,21-Jul-10,Business Services,Inflatable flood defence system,,3.27,BBC Two,,,,,Andrew Lang and Dominic Green,1,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,LittleYeller,482,14-Jul-10,13-Sep-10,21-Jul-10,Business Services,Small alternative to megaphones,,3.27,BBC Two,,,,,Peter Springett,0,80000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,M-PowerAutomaticShavingBrush,483,14-Jul-10,13-Sep-10,21-Jul-10,Electronics,Electric shaving brush,,3.27,BBC Two,,,,,Maninder Bamotra,0,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,MakeMySummer,484,14-Jul-10,13-Sep-10,21-Jul-10,Software/Tech,Summer camp recruitment website,,3.27,BBC Two,,,,,Jacqueline Cole,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,ShopboxSystemsLtd,485,14-Jul-10,13-Sep-10,21-Jul-10,Fitness/Sports/Outdoors,Outdoor storage box for food shopping,,3.27,BBC Two,,,,,Stuart Archbold and Andrew Leslie,1,250000,10,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,Subeo,486,14-Jul-10,13-Sep-10,21-Jul-10,Automotive,Submersive underwater vehicles,,3.27,BBC Two,,,,,Roberts Leeds and Guy Seymore,1,1450000,45,3222222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,2,VintagePatisserie,487,14-Jul-10,13-Sep-10,21-Jul-10,Business Services,A vintage hosting company that runs parties,,3.27,BBC Two,,,,,Angela Newman,0,100000,39,256410,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,Aquatina,488,14-Jul-10,13-Sep-10,26-Jul-10,Lifestyle/Home,Collapsible pocket-sized water bottle,,3.02,BBC Two,,,,,Guy Jeremiah,0,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,BagaBook,489,14-Jul-10,13-Sep-10,26-Jul-10,Fashion/Beauty,Fashionable book bags,,3.02,BBC Two,,,,,Basil and Susan Doha,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,BoBoWoman,490,14-Jul-10,13-Sep-10,26-Jul-10,Fashion/Beauty,Multi look dresses,,3.02,BBC Two,,,,,Janet and Neil Auldey,1,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,CannonballHammer,491,14-Jul-10,13-Sep-10,26-Jul-10,Fitness/Sports/Outdoors,Cannonball attached to hammer for precision,,3.02,BBC Two,,,,,David Royce and Max Metcalfe,1,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,FGHSecurity,492,14-Jul-10,13-Sep-10,26-Jul-10,Business Services,"A security company that provides staffed security, electronic security (alarms) and CCTV",,3.02,BBC Two,,,,,Peter Harrison and Wesley Downham,1,75000,20,375000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,Golfers'Mate,493,14-Jul-10,13-Sep-10,26-Jul-10,Fitness/Sports/Outdoors,"A 3-in-1 golf accessory that includes a pitch-mark repairer, ball marker, t-peg and sharpener",,3.02,BBC Two,,,,,Dennis Fuller,0,100000,25,400000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,IceBar,494,14-Jul-10,13-Sep-10,26-Jul-10,Liquor/Alcohol,Ice themed bar and nightclub,,3.02,BBC Two,,,,,Terry Merther,0,250000,25,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,RomancyGram,495,14-Jul-10,13-Sep-10,26-Jul-10,Fitness/Sports/Outdoors,Rentable portable four poster bed,,3.02,BBC Two,,,,,Chris Jones,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,3,TattyBumpkinShop,496,14-Jul-10,13-Sep-10,26-Jul-10,Children/Education,Organic and bamboo kids clothing,,3.02,BBC Two,,,,,Sam Petter,0,200000,20,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,BloomingHigh,497,14-Jul-10,13-Sep-10,2-Aug-10,Lifestyle/Home,Plant stacking container with watering tube,,3.17,BBC Two,,,,,Lisa Marshall and Shelene Mitchell,1,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,Buzzgames,498,14-Jul-10,13-Sep-10,2-Aug-10,Fitness/Sports/Outdoors,Football attached to spring pole,,3.17,BBC Two,,,,,Tony Young,0,150000,10,1500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,EasyOverEggTurner,499,14-Jul-10,13-Sep-10,2-Aug-10,Lifestyle/Home,2 in 1 spatula and spoon kitchen utensil,,3.17,BBC Two,,,,,Barry and Tina Hemmings,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,FusselsFineFoods,500,14-Jul-10,13-Sep-10,2-Aug-10,Food and Beverage,Rapeseed oils and sauces,,3.17,BBC Two,,,,,Andrew Fussell,0,65000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,HawksdriftFalconry,501,14-Jul-10,13-Sep-10,2-Aug-10,Pet Products,"Birds of prey business which does pest control, falconry displays and a gift delivery service",,3.17,BBC Two,,,,,Layla Bennett,0,50000,25,200000,1,1,1,50000,25,200000,1,50000,25,,,,,,,,,50000,25,,,,,,,,,,1,1,1,1,,,
8,4,Lumacoustics,502,14-Jul-10,13-Sep-10,2-Aug-10,Electronics,An electronic graffiti wall,,3.17,BBC Two,,,,,Tim Williams and Tom Hogan,1,50000,40,125000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,Sq-easyGloves,503,14-Jul-10,13-Sep-10,2-Aug-10,Lifestyle/Home,Glove attaching sponge and liquid,,3.17,BBC Two,,,,,Feisel Adams,0,80000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,4,VeganShoeBoutique,504,14-Jul-10,13-Sep-10,2-Aug-10,Software/Tech,Online vegan female shoe website,,3.17,BBC Two,,,,,Claire Charles,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,AlexaSalt,505,14-Jul-10,13-Sep-10,9-Aug-10,Food and Beverage,Pink Himalayan crystal salt,,3.17,BBC Two,,,,,Sharon Boscurt,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,BlackNutIberianPigFeed,506,14-Jul-10,13-Sep-10,9-Aug-10,Food and Beverage,Genetically modified foods for Black Iberian Pigs,,3.17,BBC Two,,,,,Paul Morris,0,100000,20,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,Ecosense,507,14-Jul-10,13-Sep-10,9-Aug-10,Business Services,Sensor for air conditioning controls,,3.17,BBC Two,,,,,Glenn and Steven Hardman,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,GyminaBox,508,14-Jul-10,13-Sep-10,9-Aug-10,Health/Wellness,Chair with exercise tools attached,,3.17,BBC Two,,,,,Essan,0,54000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,ReverendBerriman's,509,14-Jul-10,13-Sep-10,9-Aug-10,Food and Beverage,Spicy fizzy cola range,,3.17,BBC Two,,,,,Reverend John Berriman,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,TheFisheazyAutorest,510,14-Jul-10,13-Sep-10,9-Aug-10,Uncertain/Other,Automated pole rest for fishermen,,3.17,BBC Two,,,,,Charlie Mylonas and Guy Nottingham,1,60000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,TreeofKnowledge,511,14-Jul-10,13-Sep-10,9-Aug-10,Software/Tech,Motivational teaching programmes,,3.17,BBC Two,,,,,Gavin Oaks and Alan Burton,1,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
8,5,WedgeWelly,512,14-Jul-10,13-Sep-10,9-Aug-10,Fashion/Beauty,Wellington boots with a wedge,,3.17,BBC Two,,,,,"Sarah, Mike Longthorn and Laura Booth",1,65000,30,216667,1,1,1,65000,30,216667,1,65000,30,,,,,,,,,,,65000,30,,,,,,,,1,1,1,1,,,
